product_id,product_name,category,brand,cost,supplier_id
78,12 MONTHS,Movie - DVD,Generic,234.65,SUP01
79,12 months. A NEW TALK,Movie - DVD,Generic,237.28,SUP01
80,12 Raunds (BD),Cinema - Blu-ray,Generic,140.38,SUP08
81,12 Christmas wishes,Movie - DVD,Generic,176.66,SUP01
82,12/TWENTY (BD),Cinema - Blu-ray,Generic,172.8,SUP08
83,12/TWENTY (SR) (Region),Movie - DVD,Generic,494.33,SUP01
84,127 hours,Movie - DVD,Generic,84.6,SUP01
85,127 hours (BD+DVD),Cinema - Blu-ray,Generic,173.72,SUP08
86,127 HOURS (region),Movie - DVD,Generic,22.8,SUP01
87,13 Ocean Friends WB (BD),Cinema - Blu-ray,Generic,310.51,SUP08
88,13 Ocean Friends WB (Region),Movie - DVD,Generic,83.89,SUP01
89,13th Warrior wd,Movie - DVD,Generic,81.81,SUP01
90,District 13: Brick mansions,Movie - DVD,Generic,237.12,SUP01
91,13th District: Brick Mansions (BD),Cinema - Blu-ray,Generic,286.95,SUP08
92,13th District: ultimatum (BD),Cinema - Blu-ray,Generic,149.4,SUP08
93,15 Famous Tales for Children from 0 to 3 years old (mp3-CD),Books - Audiobooks,Generic,147.46,SUP04
94,16 wishes,Movie - DVD,Generic,103.15,SUP01
95,1812. The Encyclopedia of the Great War,Movie - DVD,Generic,155.4,SUP01
96,1812. Encyclopedia of War (Region),Movie - DVD,Generic,87.14,SUP01
97,1812: 4 Series (Region),Movie - DVD,Generic,85.86,SUP01
98,1812: Ulansk Ballad,Movie - DVD,Generic,227.84,SUP01
99,1812: Ulanskaya Ballad (BD),Cinema - Blu-ray,Generic,78.36,SUP08
100,1812: Ulanskaya Ballad (Region),Movie - DVD,Generic,84.77,SUP01
101,"1C: School. Physics, 9C. [PC, Digital version]",Programs - Training (Digital),Generic,124.03,SUP09
102,"1C-Bitrix: Website Management - Small Business [PC, Digital Version]",Programs - Home and Office (Digital),Generic,16740.0,SUP07
103,"1C-Bitrix: Website Management - Standard [PC, Digital Version]",Programs - Home and Office (Digital),Generic,8340.0,SUP07
104,"1C-Bitrix: Site Management - Start (Bitrix) [PC, Digital Version]",Programs - Home and Office (Digital),Generic,2940.0,SUP07
105,"1C:Snowball ORIGINALS ""Europa Universalis III."" In Nomine.",PC Games - Standard Editions,Generic,16.8,SUP01
106,"1C:Snowball Toys ""Victory Day II"" A new war.",PC Games - Standard Editions,Generic,16.8,SUP01
107,1C:Audio. In harmony with nature. Music for quiet driving [Digital version],Books - Audiobooks (Digital),Generic,103.2,SUP05
108,1C:Audio. In harmony with nature. Rest in the forest [Digital version],Books - Audiobooks (Digital),Generic,103.2,SUP05
109,1C:Audio. Restoring the balance of body and soul (Jewel),Music - MP3,Generic,132.61,SUP08
110,1C:Audio. Music of restoring the balance of mind and body [Digital version],Books - Audiobooks (Digital),Generic,103.2,SUP05
111,1C:Audio. Music for Body Health (Jewel),Music - MP3,Generic,122.27,SUP08
112,1C:Audio. Music for Relaxation and Massage [Digital Version],Books - Audiobooks (Digital),Generic,103.2,SUP05
113,1C:Audio. Music to Relieve Stress (Jewel),Music - MP3,Generic,132.49,SUP08
114,1C:Audio. Music to Relieve Stress [Digital Version],Books - Audiobooks (Digital),Generic,103.2,SUP05
115,1C:Audio. Nature Music (Jewel),Music - MP3,Generic,113.69,SUP08
116,1C:Audio. Passion Music: Increased Tone (Jewel),Music - MP3,Generic,53.4,SUP08
117,1C:Audio. Passion Music: Increased Tone [Digital Version],Books - Audiobooks (Digital),Generic,103.2,SUP05
118,"1C: Audiobooks ""Alenushkin fairy tales"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
119,"1C:Audiobooks ""Baba Yaga - Golden Foot"" [Digital version]",Books - Audiobooks (Digital),Generic,45.0,SUP05
120,"1C:Audiobooks ""Lady with the Dog"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
121,"1C:Audiobooks ""Cadet Monastery"" [Digital version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
122,"1C: Audiobooks ""Love"" [Digital version]",Books - Audiobooks (Digital),Generic,45.0,SUP05
123,"1C: Audiobooks ""Sevastopol stories"" [Digital version]",Books - Audiobooks (Digital),Generic,188.4,SUP05
124,"1C:Audiobooks ""Gray Shake"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
125,"1C:Audiobooks ""Tales of the peoples of the world"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
126,"1C: Tales Audiobooks. Issue 1"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
127,"1C: Tales Audiobooks. Issue 2"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
128,"1C: Tales Audiobooks. Issue 3"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
129,"1C: Tales Audiobooks. Issue 4"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
130,"1C: Tales Audiobooks. Issue 5"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
131,"1C: Tales Audiobooks. Issue 6"" [Digital version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
132,"1C: Audiobooks. ""Mystical Stories of Russian Writers"", A. S. Pushkin, F. M. Dostoevsky [Digital in Russia]",Books - Audiobooks (Digital),Generic,129.6,SUP05
133,1C: Audiobooks. 25 Famous Fairy Tales,Books - Audiobooks 1C,Generic,135.93,SUP06
134,1C: Audiobooks. Around the World in 80 Days (by Jules Verne),Books - Audiobooks 1C,Generic,149.4,SUP06
135,1C: Audiobooks. Classical Mosaic. English Stories. Part 1,Books - Audiobooks 1C,Generic,150.0,SUP06
136,1C: Audiobooks. Happy New English! (Best Funny Stories),Books - Audiobooks 1C,Generic,97.4,SUP06
137,"1C: Audiobooks. The Golden Age of Detective Fiction. Part 1 [PC, Digital Version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
138,1C: Audiobooks. A. Nekrasov. The Adventures of Captain Wrungel (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
139,1C: Audiobooks. A.M. Volkov. The Wizard of the Emerald City (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
140,1C: Audiobooks. Aladdin and Other Oriental Tales (Jewel),Books - Audiobooks 1C,Generic,494.33,SUP06
141,"1C: Audiobooks. Aladdin and Other Oriental Tales [PC, Digital Version]",Books - Audiobooks (Digital),Generic,86.4,SUP05
142,1C: Audiobooks. Alexey Tolstoy. The Adventures of Buratino (Digipack),Books - Audiobooks 1C,Generic,179.4,SUP06
143,1C: Audiobooks. The Scarlet Flower and Other Tales (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
144,1C: Audiobooks. Scarlet flower and other fairy tales [Digital version],Books - Audiobooks (Digital),Generic,68.4,SUP05
145,"1C: Audiobooks. Ali Baba and the Forty Thieves [PC, Digital Version]",Books - Audiobooks (Digital),Generic,86.4,SUP05
146,"1C: Audiobooks. English irregular verbs. Trainer [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
147,"1C: Audiobooks. English proverbs, sayings and stable expressions. Self-teaching [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
148,"1C: Audiobooks. English Tales, Part 1 [PC, Digital Version]",Books - Audiobooks (Digital),Generic,68.4,SUP05
149,1C: Audiobooks. English for children. Listen and study (Jewel),Books - Audiobooks 1C,Generic,146.25,SUP06
150,1C: Audiobooks. English for children. Listen and Learn [Digital Version],Books - Audiobooks (Digital),Generic,112.8,SUP05
151,1C: Audiobooks. English for babies. The visual aid (Jewel),Books - Audiobooks 1C,Generic,141.94,SUP06
152,1C: Audiobooks. English for Travelers (Jewel),Books - Audiobooks 1C,Generic,143.1,SUP06
153,1C: Audiobooks. English in 30 minutes (Digipack),Books - Audiobooks 1C,Generic,239.22,SUP06
154,1C: Audiobooks. English driving. Issue 1 (Beginner) (Digipack),Books - Audiobooks 1C,Generic,175.82,SUP06
155,1C: Audiobooks. English driving. Issue 2 (Elementary) (Digipack),Books - Audiobooks 1C,Generic,174.96,SUP06
156,1C: Audiobooks. English driving. Issue 3 (Pre-Intermediate) (Digipack),Books - Audiobooks 1C,Generic,176.47,SUP06
157,"1C: Audiobooks. English vocabulary minimum. Trainer [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
158,"1C: Audiobooks. English in 12 days: Self-teaching for everyday communication [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
159,"1C: Audiobooks. English in 12 days: Self-teaching. Business English [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
160,"1C: Audiobooks. English in 12 days: Self-teaching. Holidays abroad [PC, Digital version]",Books - Audiobooks (Digital),Generic,66.0,SUP05
161,"1C: Audiobooks. English. 1,700 common phrases and expressions. Trainer [PC, Digital version]",Books - Audiobooks (Digital),Generic,71.4,SUP05
162,1C: Audiobooks. Andersen G.H. Thumbelina,Books - Audiobooks 1C,Generic,149.4,SUP06
163,"1C: Audiobooks. Andrei Platonov. Dragon jaw. Stories of War12 [PC, Digital Version]",Books - Audiobooks (Digital),Generic,77.4,SUP05
164,1C: Audiobooks. Arkady Averchenko. A classic of Russian humor. [Digital version],Books - Audiobooks (Digital),Generic,68.4,SUP05
165,1C: Audiobooks. Arthur Conan Doyle. Valley of Fear (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
166,1C: Audiobooks. Arthur Conan Doyle. The Stories of Sherlock Holmes (Jewel),Books - Audiobooks 1C,Generic,147.48,SUP06
167,"1C: Audiobooks. Atkinson, W. Thought Power or Personality Magnetism (PC, Digital Version)",Books - Audiobooks (Digital),Generic,89.4,SUP05
168,"1C: Audiobooks. Audio courses in geography. Class 6 [PC, Digital version]",Books - Audiobooks (Digital),Generic,494.33,SUP05
169,"1C: Audiobooks. Audio courses in geography. Grade 7 [PC, Digital version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
170,1C: Audiobooks. Audio courses. Learn to speak Russian correctly and competently (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
171,1C: Audiobooks. Audio tour. The Moscow Kremlin,Books - Audiobooks 1C,Generic,149.4,SUP06
172,1C: Audiobooks. Audio tour. Nevsky prospect,Books - Audiobooks 1C,Generic,150.0,SUP06
173,1C: Audiobooks. An audio encyclopedia for the youngest. The World Around (Digipack),Books - Audiobooks 1C,Generic,494.33,SUP06
174,"1C: Audiobooks. Biblical Stories of the New Testament. The Life of Jesus Christ [PC, Digital Version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
175,1C: Audiobooks. Great Poetry for Young Children (Jewel),Books - Audiobooks 1C,Generic,114.6,SUP06
176,1C: Audiobooks. Bulgakov M. Dog heart,Books - Audiobooks 1C,Generic,150.0,SUP06
177,1C: Audiobooks. Bulgakov M.A. Master and Margarita,Books - Audiobooks 1C,Generic,148.2,SUP06
178,1C: Audiobooks. Bulgakov M.A. Khan fire,Books - Audiobooks 1C,Generic,150.0,SUP06
179,1C: Audiobooks. Bunin I. A. Sins of love,Books - Audiobooks 1C,Generic,150.0,SUP06
180,"1C: Audiobooks. Bylins of the Russian people. Collection [PC, Digital version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
181,"1C: Audiobooks. Vagin I. Anger, Resentment, Revenge and Betrayal [PC, Digital Version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
182,"1C: Audiobooks. Vagin E. How to Develop Self-Confidence and Improve Self-Esteem [PC, Digital Version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
183,"1C: Audiobooks. Vagin I. O. Drive management [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
184,"1C: Audiobooks. Vagin I. O. Getting rid of fear and anxiety [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
185,"1C: Audiobooks. Vagin I. O. How to buy, but not buy [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
186,"1C: Audiobooks. Vagin I. O. How to Stop Being Nervous [PC, Digital Version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
187,"1C: Audiobooks. Vagin I. O. How to put the interlocutor in his place. Methods of verbal attack [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
188,"1C: Audiobooks. Vagin I. O. How to create a successful image [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
189,"1C: Audiobooks. Vagin I. O. How to save money [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
190,"1C: Audiobooks. Vagin I. O. How to Manage Others [PC, Digital Version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
191,"1C: Audiobooks. Vagin I. O. Psychological karate and psychological aikido [PC, Digital version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
192,"1C: Audiobooks. Vagin I. O. Psychotechnics of development of self-confidence, luck, exclusivity [PC, Digital version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
193,"1C: Audiobooks. Vagin I. O. Personnel Management [PC, Digital Version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
194,"1C: Audiobooks. Vagin I. O., Glushchay A. Teach Yourself to Laugh [PC, Digital Version]",Books - Audiobooks (Digital),Generic,59.4,SUP05
195,"1C: Audiobooks. Vagin I.O. Managing Joy [PC, Digital Version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
196,"1C: Audiobooks. Vasil Bykov. Go and Not Return [PC, Digital Version]",Books - Audiobooks (Digital),Generic,77.4,SUP05
197,1C: Audiobooks. Great Businessmen: How Money Was Made in the Twentieth Century (Digipack),Books - Audiobooks 1C,Generic,142.02,SUP06
198,"1C: Audiobooks. Verne J. 20,000 Leagues Underwater",Books - Audiobooks 1C,Generic,117.36,SUP06
199,1C: Audiobooks. Verne J. The Children of Captain Grant,Books - Audiobooks 1C,Generic,145.25,SUP06
200,1C: Audiobooks. Fun lessons for the little ones. ABC and Account (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
201,"1C: Audiobooks. Vladimirsky A. O. and P. A. How to become successful, or the Secret of a careerist [PC, Digital version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
202,1C: Audiobooks. Extracurricular reading (for high school) (Jewel),Books - Audiobooks 1C,Generic,147.23,SUP06
203,"1C: Audiobooks. General History Processed by Satyricon [PC, Digital Version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
204,"1C: Audiobooks. G.R. Haggard. Cleopatra [PC, Digital Version]",Books - Audiobooks (Digital),Generic,494.33,SUP05
205,1C: Audiobooks. G.H. Andersen. Little Mermaid. Musical Performance (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
206,"1C: Audiobooks. Harry Harrison. Stainless Steel Rat [PC, Digital Version]",Books - Audiobooks (Digital),Generic,72.0,SUP05
207,1C: Audiobooks. Garros-Evdokimov. Gray mucus.,Books - Audiobooks 1C,Generic,58.8,SUP06
208,"1C: Audiobooks. Henry Haggard. Montezuma's daughter [PC, Digital version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
209,1C: Audiobooks. Geography of Russia for children. Cognitive audio courses [Digital version],Books - Audiobooks (Digital),Generic,103.2,SUP05
210,"1C: Audiobooks. Gilbert E. Eat, Pray, Love (Jewel)",Books - Audiobooks 1C,Generic,141.99,SUP06
211,"1C: Audiobooks. Gilyarovskiy V.A. ""Moscow and Muscovites"" (second part) [Digital version]",Books - Audiobooks (Digital),Generic,129.6,SUP05
212,"1C: Audiobooks. Gilyarovskiy V.A. ""Moscow and Muscovites"" (first part) [Digital version]",Books - Audiobooks (Digital),Generic,129.6,SUP05
213,1C: Audiobooks. Gilyarovskiy V.A. Moscow and Muscovites,Books - Audiobooks 1C,Generic,148.3,SUP06
214,"1C: Audiobooks. Gogol N.V. ""Viy"" [Digital version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
215,1C: Audiobooks. Gogol N.V. Vii (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
216,"1C: Audiobooks. Gogol N.V. Marriage [PC, Digital version]",Books - Audiobooks (Digital),Generic,103.2,SUP05
217,1C: Audiobooks. Gogol N.V. Notes of a Mad Man [Digital Version],Books - Audiobooks (Digital),Generic,103.2,SUP05
218,1C: Audiobooks. Goncharov I.A. Ordinary history,Books - Audiobooks 1C,Generic,149.4,SUP06
219,1C: Audiobooks. Bitter M. At the bottom.,Books - Audiobooks 1C,Generic,149.4,SUP06
220,1C: Audiobooks. Pomegranate bracelet [Digital version],Books - Audiobooks (Digital),Generic,86.4,SUP05
221,1C: Audiobooks. Green A.S. Scarlet Sails [Digital Version],Books - Audiobooks (Digital),Generic,86.4,SUP05
222,1C: Audiobooks. Green A.S. Running the Waves [Digital Version],Books - Audiobooks (Digital),Generic,86.4,SUP05
223,"1C: Audiobooks. Green, A.S. The Best Stories [Digital Version]",Books - Audiobooks (Digital),Generic,86.4,SUP05
224,1C: Audiobooks. Hugo V. Les Miserables (Jewel),Books - Audiobooks 1C,Generic,142.54,SUP06
225,1C: Audiobooks. Daniel Defoe. Robinson Crusoe. (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
226,1C: Audiobooks. Detectives are on their way. In the best traditions of Agatha Christie and Arthur Conan Doyle (Jewel),Books - Audiobooks 1C,Generic,148.07,SUP06
227,1C: Audiobooks. Detectives are on their way. Russian version. In the best traditions of Agatha Christie and Arthur Conan Do,Books - Audiobooks (Digital),Generic,68.4,SUP05
228,"1C: Audiobooks. Children 0 to 3 years old. Tales, jokes, lullabies (Jewel)",Books - Audiobooks 1C,Generic,144.43,SUP06
229,"1C: Audiobooks. Children ages 0 to 5. Carroll L. Alice for Toddlers [PC, Digital Version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
230,1C: Audiobooks. Defoe D. Robinson Crusoe,Books - Audiobooks 1C,Generic,144.47,SUP06
231,"1C: Audiobooks. Defoe D. Robinson Crusoe [PC, Digital Version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
232,1C: Audiobooks. Jack London. Hearts of Three (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
233,"1C: Audiobooks. Jerome K. Jerome. Three in the same boat, not counting the dog",Books - Audiobooks 1C,Generic,149.4,SUP06
234,1C: Audiobooks. Jonathan Swift. Gulliver's Travels (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
235,1C: Audiobooks. Dickens Charles. The heir to the trading house (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
236,1C: Audiobooks. Dean Rubin. A few hasty words about love (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
237,"1C: Audiobooks. For the little ones. Fairy tales, jokes and songs for children under three years old (Digipack)",Books - Audiobooks 1C,Generic,494.33,SUP06
238,1C: Audiobooks. Dobrynya Nikitich and Snake Gorynych. Alesha Popovich and Tugarin Snake,Books - Audiobooks 1C,Generic,149.4,SUP06
239,"1C: Audiobooks. Doyle, A.K. The Union of the Redheads. Tales of Sherlock Holmes [PC, Digital Version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
240,1C: Audiobooks. Dostoevsky F.M. Bad joke [Digital version],Books - Audiobooks (Digital),Generic,86.4,SUP05
241,"1C: Audiobooks. Dostoevsky F. M. The Player. Notes from the underground [PC, Digital version]",Books - Audiobooks (Digital),Generic,48.0,SUP05
242,1C: Audiobooks. Dostoevsky F.M. Poor People [Digital Version],Books - Audiobooks (Digital),Generic,103.2,SUP05
243,1C: Audiobooks. Dostoevsky F.M. Crime and Punishment (mp3-audio performance),Books - Audiobooks 1C,Generic,150.0,SUP06
244,1C: Audiobooks. Dumas A. The Three Musketeers. Audio performance (Digipack),Books - Audiobooks 1C,Generic,149.4,SUP06
245,"1C: Audiobooks. E. Sivkov. Proverbs and Anecdotes [PC, Digital Version]",Books - Audiobooks (Digital),Generic,60.0,SUP05
246,1C: Audiobooks. Erofeev V. Moscow-Petushki. Reading by C. Cords (Digipack),Books - Audiobooks 1C,Generic,150.0,SUP06
247,"1C: Audiobooks. Live books. Fairy tales, little ones.",Books - Audiobooks 1C,Generic,150.0,SUP06
248,1C: Audiobooks. Jules Verne. Captain Grant's children. (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
249,1C: Audiobooks. Jules Verne. Fifteen-year-old captain (Jewel),Books - Audiobooks 1C,Generic,494.33,SUP06
250,1C: Audiobooks. Zamyatin E.I. We. Roman-Dystopia [Digital Version],Books - Audiobooks (Digital),Generic,86.4,SUP05
251,1C: Audiobooks. Famous works of Russian writers (Digital version),Books - Audiobooks (Digital),Generic,103.2,SUP05
252,1C: Audiobooks. Gold Collection of Classics for Children (Jewel),Books - Audiobooks 1C,Generic,149.4,SUP06
253,"1C: Audiobooks. Ilf, E. Petrov. 12 chairs (Jewel)",Books - Audiobooks 1C,Generic,146.38,SUP06
254,"1C: Audiobooks. Ilya Ilyin. If I were a Robinson. Funny stories from the editor-in-chief of the magazine ""Yeralash"" [PC, Digital version]",Books - Audiobooks (Digital),Generic,494.33,SUP05
255,"1C: Audiobooks. Stories of the brave and resourceful. Collection of children's audio performances [PC, Digital version]",Books - Audiobooks (Digital),Generic,129.6,SUP05
256,1C: Audiobooks. History of the Russian state. From Rurik to Tsar John IV Vasilyevich [Digital Veve],Books - Audiobooks (Digital),Generic,112.8,SUP05
